audio_path,sentence,lang,source,augmentation
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000420_noise.wav,여호와 하나님이 땅에 비를 내리지 아니하셨고 경작할 사람도 없었으므로,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39082502.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000421_orig.wav,그는 무슨 난처한 일이나 있는 듯이 유쾌하지 못한 표정으로 술만 따른다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971950.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000421_speed095.wav,그는 무슨 난처한 일이나 있는 듯이 유쾌하지 못한 표정으로 술만 따른다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971950.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000421_speed105.wav,그는 무슨 난처한 일이나 있는 듯이 유쾌하지 못한 표정으로 술만 따른다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971950.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000421_noise.wav,그는 무슨 난처한 일이나 있는 듯이 유쾌하지 못한 표정으로 술만 따른다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971950.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000422_orig.wav,따라서 무엇을 생각하는 듯이 한참이나 우두커니 서 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971951.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000422_speed095.wav,따라서 무엇을 생각하는 듯이 한참이나 우두커니 서 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971951.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000422_speed105.wav,따라서 무엇을 생각하는 듯이 한참이나 우두커니 서 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971951.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000422_noise.wav,따라서 무엇을 생각하는 듯이 한참이나 우두커니 서 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971951.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000423_orig.wav,무의식간에 선비는 이렇게 중얼거리며 흑흑 느껴 울었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971952.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000423_speed095.wav,무의식간에 선비는 이렇게 중얼거리며 흑흑 느껴 울었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971952.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000423_speed105.wav,무의식간에 선비는 이렇게 중얼거리며 흑흑 느껴 울었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971952.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000423_noise.wav,무의식간에 선비는 이렇게 중얼거리며 흑흑 느껴 울었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971952.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000424_orig.wav,아버지! 아니 돌아가셨습니까?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971953.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000424_speed095.wav,아버지! 아니 돌아가셨습니까?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971953.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000424_speed105.wav,아버지! 아니 돌아가셨습니까?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971953.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000424_noise.wav,아버지! 아니 돌아가셨습니까?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971953.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000425_orig.wav,옥점 어머니가 밖으로부터 들어오며 이렇게 소리쳤다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971974.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000425_speed095.wav,옥점 어머니가 밖으로부터 들어오며 이렇게 소리쳤다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971974.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000425_speed105.wav,옥점 어머니가 밖으로부터 들어오며 이렇게 소리쳤다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971974.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000425_noise.wav,옥점 어머니가 밖으로부터 들어오며 이렇게 소리쳤다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971974.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000426_orig.wav,작은 것을 가지고도 고마워하고 만족할 줄 안다면 그는 행복한 사람이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971975.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000426_speed095.wav,작은 것을 가지고도 고마워하고 만족할 줄 안다면 그는 행복한 사람이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971975.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000426_speed105.wav,작은 것을 가지고도 고마워하고 만족할 줄 안다면 그는 행복한 사람이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971975.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000426_noise.wav,작은 것을 가지고도 고마워하고 만족할 줄 안다면 그는 행복한 사람이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971975.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000427_orig.wav,설령 자네가 돈으로 영숙을 다시 끌어온다고 하세.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971976.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000427_speed095.wav,설령 자네가 돈으로 영숙을 다시 끌어온다고 하세.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971976.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000427_speed105.wav,설령 자네가 돈으로 영숙을 다시 끌어온다고 하세.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971976.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000427_noise.wav,설령 자네가 돈으로 영숙을 다시 끌어온다고 하세.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971976.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000428_orig.wav,저희들끼리 실컨 싸우다가 진하면 툭툭 털고 일어나는 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971977.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000428_speed095.wav,저희들끼리 실컨 싸우다가 진하면 툭툭 털고 일어나는 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971977.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000428_speed105.wav,저희들끼리 실컨 싸우다가 진하면 툭툭 털고 일어나는 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971977.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000428_noise.wav,저희들끼리 실컨 싸우다가 진하면 툭툭 털고 일어나는 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971977.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000429_orig.wav,손끝은 뜨거움이 진해서 차츰 무신경 상태에 들어간다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971978.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000429_speed095.wav,손끝은 뜨거움이 진해서 차츰 무신경 상태에 들어간다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971978.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000429_speed105.wav,손끝은 뜨거움이 진해서 차츰 무신경 상태에 들어간다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971978.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000429_noise.wav,손끝은 뜨거움이 진해서 차츰 무신경 상태에 들어간다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971978.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000430_orig.wav,그는 이러한 생각에 그의 온 가슴은 뒤끓기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972004.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000430_speed095.wav,그는 이러한 생각에 그의 온 가슴은 뒤끓기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972004.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000430_speed105.wav,그는 이러한 생각에 그의 온 가슴은 뒤끓기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972004.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000430_noise.wav,그는 이러한 생각에 그의 온 가슴은 뒤끓기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972004.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000431_orig.wav,괴로우나 즐거우나,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972005.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000431_speed095.wav,괴로우나 즐거우나,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972005.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000431_speed105.wav,괴로우나 즐거우나,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972005.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000431_noise.wav,괴로우나 즐거우나,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972005.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000432_orig.wav,여호와 하나님이 가라사대 사람의 독처하는 것이 좋지 못하니,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972007.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000432_speed095.wav,여호와 하나님이 가라사대 사람의 독처하는 것이 좋지 못하니,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972007.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000432_speed105.wav,여호와 하나님이 가라사대 사람의 독처하는 것이 좋지 못하니,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972007.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000432_noise.wav,여호와 하나님이 가라사대 사람의 독처하는 것이 좋지 못하니,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972007.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000433_orig.wav,그나마 억지로 골라 내라면 역시 선비일 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972008.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000433_speed095.wav,그나마 억지로 골라 내라면 역시 선비일 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972008.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000433_speed105.wav,그나마 억지로 골라 내라면 역시 선비일 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972008.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000433_noise.wav,그나마 억지로 골라 내라면 역시 선비일 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972008.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000434_orig.wav,국군의 조직과 편성은 법률로 정한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972028.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000434_speed095.wav,국군의 조직과 편성은 법률로 정한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972028.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000434_speed105.wav,국군의 조직과 편성은 법률로 정한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972028.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000434_noise.wav,국군의 조직과 편성은 법률로 정한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972028.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000435_orig.wav,대략 한 다스 정도만 주문하려고 해요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972029.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000435_speed095.wav,대략 한 다스 정도만 주문하려고 해요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972029.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000435_speed105.wav,대략 한 다스 정도만 주문하려고 해요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972029.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000435_noise.wav,대략 한 다스 정도만 주문하려고 해요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972029.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000436_orig.wav,그때 첫째는 식욕이 욱 하고 치밀어 그의 어머니까지 밥으로 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972033.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000436_speed095.wav,그때 첫째는 식욕이 욱 하고 치밀어 그의 어머니까지 밥으로 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972033.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000436_speed105.wav,그때 첫째는 식욕이 욱 하고 치밀어 그의 어머니까지 밥으로 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972033.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000436_noise.wav,그때 첫째는 식욕이 욱 하고 치밀어 그의 어머니까지 밥으로 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972033.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000437_orig.wav,간난이는 곤하던 차라 한잠 푹 자고 나서 벌떡 일어났다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972097.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000437_speed095.wav,간난이는 곤하던 차라 한잠 푹 자고 나서 벌떡 일어났다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972097.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000437_speed105.wav,간난이는 곤하던 차라 한잠 푹 자고 나서 벌떡 일어났다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972097.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000437_noise.wav,간난이는 곤하던 차라 한잠 푹 자고 나서 벌떡 일어났다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972097.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000438_orig.wav,아들의 뒤를 쫓아다니면서 며느릿감을 데리고 오라고 신신당부를 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972099.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000438_speed095.wav,아들의 뒤를 쫓아다니면서 며느릿감을 데리고 오라고 신신당부를 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972099.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000438_speed105.wav,아들의 뒤를 쫓아다니면서 며느릿감을 데리고 오라고 신신당부를 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972099.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000438_noise.wav,아들의 뒤를 쫓아다니면서 며느릿감을 데리고 오라고 신신당부를 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972099.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000439_orig.wav,굉장하게 큰 가방을 들고 있는걸 보면 아마 붐비는 차 안에,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972100.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000439_speed095.wav,굉장하게 큰 가방을 들고 있는걸 보면 아마 붐비는 차 안에,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972100.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000439_speed105.wav,굉장하게 큰 가방을 들고 있는걸 보면 아마 붐비는 차 안에,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972100.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000439_noise.wav,굉장하게 큰 가방을 들고 있는걸 보면 아마 붐비는 차 안에,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972100.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000440_orig.wav,동혁은 눈 한번 꿈벅이지 않고 관을 바라보며 대여섯 간통이나 걸어들어온다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972149.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000440_speed095.wav,동혁은 눈 한번 꿈벅이지 않고 관을 바라보며 대여섯 간통이나 걸어들어온다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972149.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000440_speed105.wav,동혁은 눈 한번 꿈벅이지 않고 관을 바라보며 대여섯 간통이나 걸어들어온다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972149.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000440_noise.wav,동혁은 눈 한번 꿈벅이지 않고 관을 바라보며 대여섯 간통이나 걸어들어온다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972149.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000441_orig.wav,가장 많이 쓰이는 한국어 성경의 저작권은 대한성서공회에 있습니다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972151.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000441_speed095.wav,가장 많이 쓰이는 한국어 성경의 저작권은 대한성서공회에 있습니다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972151.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000441_speed105.wav,가장 많이 쓰이는 한국어 성경의 저작권은 대한성서공회에 있습니다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972151.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000441_noise.wav,가장 많이 쓰이는 한국어 성경의 저작권은 대한성서공회에 있습니다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972151.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000442_orig.wav,"학생은 복장, 두발 등 용모에 있어서 자신의 개성을 실현할 권리를 가진다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972153.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000442_speed095.wav,"학생은 복장, 두발 등 용모에 있어서 자신의 개성을 실현할 권리를 가진다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972153.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000442_speed105.wav,"학생은 복장, 두발 등 용모에 있어서 자신의 개성을 실현할 권리를 가진다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972153.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000442_noise.wav,"학생은 복장, 두발 등 용모에 있어서 자신의 개성을 실현할 권리를 가진다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972153.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000443_orig.wav,그래서 몽금포에 가서도 오래 있지 못하고 곧 올라왔던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972155.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000443_speed095.wav,그래서 몽금포에 가서도 오래 있지 못하고 곧 올라왔던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972155.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000443_speed105.wav,그래서 몽금포에 가서도 오래 있지 못하고 곧 올라왔던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972155.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000443_noise.wav,그래서 몽금포에 가서도 오래 있지 못하고 곧 올라왔던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972155.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000444_orig.wav,어쩌란 말이야!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612778.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000444_speed095.wav,어쩌란 말이야!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612778.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000444_speed105.wav,어쩌란 말이야!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612778.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000444_noise.wav,어쩌란 말이야!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612778.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000445_orig.wav,"그 정도면 충분했잖아, 뭘 더 바라.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612785.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000445_speed095.wav,"그 정도면 충분했잖아, 뭘 더 바라.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612785.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000445_speed105.wav,"그 정도면 충분했잖아, 뭘 더 바라.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612785.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000445_noise.wav,"그 정도면 충분했잖아, 뭘 더 바라.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612785.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000446_orig.wav,축하드려요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612786.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000446_speed095.wav,축하드려요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612786.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000446_speed105.wav,축하드려요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612786.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000446_noise.wav,축하드려요.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612786.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000447_orig.wav,미안하네.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612792.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000447_speed095.wav,미안하네.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612792.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000447_speed105.wav,미안하네.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612792.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000447_noise.wav,미안하네.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612792.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000448_orig.wav,이해하셨습니까?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612793.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000448_speed095.wav,이해하셨습니까?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612793.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000448_speed105.wav,이해하셨습니까?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612793.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000448_noise.wav,이해하셨습니까?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612793.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000449_orig.wav,하고 말도 하기 싫다는 듯이 돌아 드러눕느다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612794.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000449_speed095.wav,하고 말도 하기 싫다는 듯이 돌아 드러눕느다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612794.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000449_speed105.wav,하고 말도 하기 싫다는 듯이 돌아 드러눕느다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612794.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000449_noise.wav,하고 말도 하기 싫다는 듯이 돌아 드러눕느다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612794.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000450_orig.wav,어디로?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612798.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000450_speed095.wav,어디로?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612798.mp3,speed095
